,sha,message,issues,files
563,f7d6205aa95852f03abe08ecfb16a7c5d68d281f,Fixes #126642 (#126643),,['src/vs/workbench/contrib/terminal/browser/terminalInstance.ts']
564,a2a5a5ee071da1122cbe369eeda18ca80e4d8b81,Fixes #125602 (#125603),,['src/vs/workbench/contrib/webview/browser/baseWebviewElement.ts']
565,be8745ac9e075e683d7f620e8267550a466efa0d,Fixes #123228 (#123584),,['extensions/markdown-language-features/src/features/preview.ts']
566,05f83d95d2b51f6bdbeb99be47a40365d40a1e8b,Fix issue reporter not debounce submissions (#123340),#20210519.77 failed,['src/vs/code/electron-sandbox/issue/issueReporterMain.ts']
567,721cdd6472b25ae5fd70a36f485bcb26beb0c96e,Fix data loss when renaming custom editors (#124057),,"['src/vs/workbench/api/browser/mainThreadCustomEditors.ts', 'src/vs/workbench/contrib/customEditor/browser/customEditorInput.ts', 'src/vs/workbench/contrib/customEditor/common/customEditor.ts', 'src/vs/workbench/contrib/customEditor/common/customEditorModelManager.ts']"
568,927e791753c735f43a723c95e8f7491f1f87bd8e,Fix Initial Scroll Position on Markdown Dynamic Preview (#123613),,['extensions/markdown-language-features/src/features/previewManager.ts']
569,492262f847ac88c3ad3c3cb85f264bfc5dea9a77,Fix #122741: Change vertical positions of the walkthrough titles and close-icons to center (#122782),,['src/vs/workbench/contrib/welcome/gettingStarted/browser/gettingStarted.css']
570,88c1322a82a2bdf3fe7e5543684b5a36251c87b7,Fix webview views not updating correctly on scroll (#122887),,"['src/vs/base/browser/ui/splitview/paneview.ts', 'src/vs/base/browser/ui/splitview/splitview.ts', 'src/vs/workbench/browser/parts/views/viewPane.ts', 'src/vs/workbench/browser/parts/views/viewPaneContainer.ts', 'src/vs/workbench/contrib/webviewView/browser/webviewViewPane.ts']"
571,35e54152614a706d0aa5d3bdd093190e1ea615b3,Fix context on LabelTunnelAction (#122856),,['src/vs/workbench/contrib/remote/browser/tunnelView.ts']
572,033f6aac860954bfa6c7eb7602540dd478c15341,Fix missed Previewer.plain call due to adjacent @ts-expect-error (#121975),,['extensions/typescript-language-features/src/languageFeatures/completions.ts']
573,205a366f1c1aeb2f67df987aa66e1233afa81e51,Fix file location pattern in eslint-stylish problem matcher (#117576),,['src/vs/workbench/contrib/tasks/common/problemMatcher.ts']
574,49ea5ccc13b08043aef7bb4dd6873efddd5f0bff,Fixes #121873 (#121874),,['src/vs/workbench/contrib/webview/browser/baseWebviewElement.ts']
575,166efae36645bc787afc8bbfb12d8ac5adda8ead,Fix `--noImplicitOverride` problems (#120675),,"['build/monaco/monaco.d.ts.recipe', 'src/vs/editor/browser/services/codeEditorServiceImpl.ts', 'src/vs/editor/common/model/mirrorTextModel.ts', 'src/vs/editor/common/services/editorSimpleWorker.ts', 'src/vs/monaco.d.ts']"
