,sha,message,issues,files
208,52f8bfaf5b37ca79a7ad9d0c3eec8b022c72a2a4,Inherit editor inactive selection colors in terminal (Fix #158899) (#158950),,"['extensions/theme-defaults/themes/dark_vs.json', 'extensions/theme-defaults/themes/light_vs.json', 'extensions/theme-monokai-dimmed/themes/dimmed-monokai-color-theme.json']"
209,791feffa2e52a93893789bc7cbc79dc5a6398146,Fix auto resume not happening when edit sessions are enabled (#159104),,['src/vs/workbench/contrib/editSessions/browser/editSessions.contribution.ts']
210,e197a11a7dbab67550c076be68f64f37cad660ae,Fix #159061 (#159094),,"['src/vs/platform/environment/common/argv.ts', 'src/vs/platform/environment/node/argv.ts', 'src/vs/platform/userDataProfile/electron-main/userDataProfile.ts', 'src/vs/workbench/contrib/userDataProfile/browser/userDataProfileActions.ts']"
211,b59b9c4076e4b84365bde2b5dd4e46f991f8f3d8,Fix #158957 (#159093),,['src/vs/platform/environment/node/argv.ts']
212,b4c57ff44f346bf5f6360259166a6d4524c7c98e,Fix #159055 (#159089),,['src/vs/platform/userDataProfile/common/userDataProfile.ts']
213,138c96bda17884cd5d0e7e5eca4ae9169676adbd,Fix #159072 (#159073),,"['src/vs/platform/extensionManagement/electron-main/defaultExtensionsProfileInit.ts', 'src/vs/platform/userDataProfile/electron-main/userDataProfile.ts']"
214,0689b1929e5fc369ca0f5a7a984b01fa6fb305ed,Fix opacity for diabled TreeItem (#159070),,['src/vs/workbench/browser/parts/views/media/views.css']
215,56a7b87d162ac28613daec615ef0e65787876ec9,Fixes #158959 (#159058),,"['src/vs/workbench/contrib/mergeEditor/browser/commands/commands.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/viewModel.ts', 'src/vs/workbench/services/editor/common/editorGroupFinder.ts']"
216,153ef38517ecc1dd2a3c35bb7b1900b9a297d999,Fixes #158864 (#159053),,['src/vs/workbench/contrib/mergeEditor/browser/model/editing.ts']
217,8c0ff5c1794155c9e962d919e15b506b7ef0f150,Fixes #158723 (#159047),,"['src/vs/workbench/contrib/mergeEditor/browser/commands/commands.ts', 'src/vs/workbench/contrib/mergeEditor/browser/mergeEditor.contribution.ts', 'src/vs/workbench/contrib/mergeEditor/browser/mergeMarkers/mergeMarkersController.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/viewModel.ts']"
218,5143b09fce2ab549cb27d7c3efc2f90386d3e915,Fixes #158925 (#159021),,['src/vs/workbench/contrib/mergeEditor/browser/view/editors/inputCodeEditorView.ts']
219,e7f76d71041ddb7e73bdf0cf258b811902dc4c8c,Fix code action menu secondary accept bindings (#158956),,['src/vs/editor/contrib/codeAction/browser/codeActionCommands.ts']
220,c2741a04bc2bac268473133071274c3cf38a04d2,Fixes #158941 (#159018),,['src/vs/workbench/contrib/mergeEditor/browser/mergeEditorInput.ts']
221,940abc9c11b3f46ef1f2f38c4c89b4fc0883bc48,Fix workspace edit format for update md paths on move (#158965),,['extensions/markdown-language-features/src/languageFeatures/updatePathsOnRename.ts']
222,b72671133b00473ea3494c01d8dea71965fda5a2,Fix any types and extract method (#158967),,['extensions/ipynb/src/notebookImagePaste.ts']
223,3df9bc830145b1ec1b24c411471c86c937a97dae,Fix #148975 (#158969),,"['src/vs/platform/extensionManagement/common/extensionsScannerService.ts', 'src/vs/platform/extensionManagement/node/extensionManagementService.ts']"
224,7eacf7b0c3100a2305b0f6b70393cf467c5914b0,Fix #158885 (#158952),,['src/vs/platform/environment/node/argv.ts']
225,9628fab4f8ed5eaf9facefcc98801cc5034d66c2,Fixes edge case (#158888),,"['src/vs/workbench/contrib/mergeEditor/browser/model/mergeEditorModel.ts', 'src/vs/workbench/contrib/mergeEditor/browser/model/modifiedBaseRange.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/editors/inputCodeEditorView.ts']"
226,dcf0c0a141a7cc2acccbbc1abee7c0ae6cab69d5,Fix shifting in cell editors that have horizontal scrollba (#158232),,"['src/vs/workbench/contrib/notebook/browser/notebookBrowser.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/codeCell.ts', 'src/vs/workbench/contrib/notebook/browser/viewModel/baseCellViewModel.ts', 'src/vs/workbench/contrib/notebook/browser/viewModel/codeCellViewModel.ts', 'src/vs/workbench/contrib/notebook/browser/viewModel/viewContext.ts', 'src/vs/workbench/contrib/notebook/test/browser/notebookViewModel.test.ts', 'src/vs/workbench/contrib/notebook/test/browser/testNotebookEditor.ts']"
227,88519c136ac3453854568a525d1a4f98b70b88c3,Fix telemetry SDK intialization warnings (#158612),,"['src/vs/platform/telemetry/browser/1dsAppender.ts', 'src/vs/platform/telemetry/common/1dsAppender.ts', 'src/vs/platform/telemetry/node/1dsAppender.ts', 'src/vs/platform/telemetry/test/browser/1dsAppender.test.ts']"
228,929a64a6b81abdb167f6ccf69deafe499cbca62c,Fixes scrolling bug in merge editor (#158721),,['src/vs/workbench/contrib/mergeEditor/browser/view/mergeEditor.ts']
229,20c950ace003a205ba2ca2b43906c607af9362c5,Fix another comment decoration transparency issue (#158607),,['src/vs/workbench/contrib/comments/browser/commentsEditorContribution.ts']
230,6fb6056818643c9ef6a2caf1660bcd6075484311,Fixes #157281 (#158503),,['src/vs/workbench/contrib/mergeEditor/browser/view/viewModel.ts']
231,ff70e089a027e7bfe5d3b9ab4532b853bfd77707,Fixes label update bug. (#158346),,['src/vs/workbench/contrib/mergeEditor/browser/view/editors/resultCodeEditorView.ts']
232,d272040854f2cd0a46bb4e0938940c1b2bafc341,Fixes #158289 (#158350),,['src/vs/workbench/contrib/preferences/browser/settingsLayout.ts']
233,b811724c2856c1c950c32d88489c464d5ee611ba,Fix more Setting editor links in localized text (#158217),,['src/vs/editor/common/config/editorConfigurationSchema.ts']
234,f5b90a452b742610519fd8f37fd557e8c39e4411,"""Fix """"invalid string length"""" (#158216)""",,['src/vs/workbench/services/search/node/ripgrepTextSearchEngine.ts']
235,0312703a704ab12ae912b0559a6ffbf3e618895c,Git - Fix text alignment for Sync button (#158167),,"['src/vs/workbench/contrib/scm/browser/media/scm.css', 'src/vs/workbench/contrib/scm/browser/scmViewPane.ts']"
236,0db156bcfd2af727dd137ba4411994512999c133,Fix edit session view preview of empty added files (#158040),,['src/vs/workbench/contrib/editSessions/browser/editSessionsFileSystemProvider.ts']
237,720a61fc28e327a54defe38ca23b5f4602a2d3fe,Fix markdown link diagnostics not updated when directories are renamed / deleted (#157956),,"['extensions/markdown-language-features/server/src/protocol.ts', 'extensions/markdown-language-features/server/src/workspace.ts', 'extensions/markdown-language-features/src/client.ts', 'extensions/markdown-language-features/src/protocol.ts']"
238,003b6bccf9f9e212b2a0d63173b056d714e93ec8,Fixes checkbox layout bug. (#158013),,['src/vs/workbench/contrib/mergeEditor/browser/view/editors/inputCodeEditorView.ts']
239,97b054e03bd62777c770157f7130bd3be8e3158c,Fix open and delete of nested files (#157911),,['src/vs/workbench/contrib/files/browser/explorerService.ts']
240,a71a077d81f970e8fe3ddad753ac045a7dbaa9eb,Fixes #154643 by always rendering the checkbox in the viewport (#157779),,"['src/vs/workbench/contrib/mergeEditor/browser/view/editorGutter.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/editors/inputCodeEditorView.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/media/mergeEditor.css']"
241,71dcfe37ff048fe4f539aa6bb4cd4ada54679c16,Fix click target size for comment gutter (#157894),,['src/vs/workbench/contrib/comments/browser/commentThreadZoneWidget.ts']
242,51ef5aa060c5b43fca501349aae7b8f75f1e1fcc,Fix comment gutter color (#157892),,"['src/vs/workbench/contrib/comments/browser/commentGlyphWidget.ts', 'src/vs/workbench/contrib/comments/browser/media/review.css']"
243,b2212a1090d77b431470e06b3d717e419617f5fe,Git - Fix more scenarios where the post commit command setting is not honoured. (#157804),,"['extensions/git/src/actionButton.ts', 'extensions/git/src/commands.ts', 'extensions/git/src/repository.ts']"
244,f07a9c82259009af17e617f7daaa797901abda87,Fix invalid tree item check for iconPath (#157771),,['src/vs/workbench/api/common/extHostTypes.ts']
245,15e43ca142353fdd35eb3dfed98b831d2656fe79,Fix #157690 (#157761),,['src/vs/workbench/contrib/userDataProfile/browser/userDataProfileActions.ts']
246,47cd001778773a6642cf2363a4159959088ae634,Fixes source maps in web worker (#157704),,['src/vs/base/worker/workerMain.ts']
247,db418c81eddd25f98338e8f4026361c044935337,Fixes bug in diffing algorithm. (#157702),,"['src/vs/editor/browser/widget/workerBasedDocumentDiffProvider.ts', 'src/vs/editor/common/diff/algorithms/myersDiffAlgorithm.ts', 'src/vs/editor/common/diff/standardLinesDiffComputer.ts']"
248,06f2a63a155ee8574327cfef01e7500fae293d50,Fix #157689. Trigger outputs to re-render outputs when missing renderers are installed. (#157692),,"['src/vs/workbench/contrib/notebook/browser/notebookBrowser.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/notebook/browser/notebookServiceImpl.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/cellOutput.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/backLayerWebView.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/webviewMessages.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/webviewPreloads.ts', 'src/vs/workbench/contrib/notebook/browser/viewModel/cellOutputViewModel.ts', 'src/vs/workbench/contrib/notebook/common/notebookService.ts']"
249,b247c10516f3dc562ea34b5d61d0bc6b1ccc4833,Fix sort order of fixes with diagnostics (#157682),,"['src/vs/editor/contrib/codeAction/browser/codeAction.ts', 'src/vs/editor/contrib/codeAction/test/browser/codeAction.test.ts']"
250,c4aa585d22e881b851a7709c36eba1e6122c2407,Fix notebook links with empty hashes (#157575),,['src/vs/workbench/contrib/notebook/browser/view/renderers/webviewPreloads.ts']
251,68f83f0fc8ca7300b851c92a9ff48aaf32d1ceb1,#157310 Fix typo (minimum -> maximum) in splitview.ts comment (#157311),,['src/vs/base/browser/ui/splitview/splitview.ts']
252,ff1d2abb846155fe734a44be0681c951ded62f21,Fix #148390. Update markup cell decoration css rules. (#157539),,"['src/vs/workbench/contrib/notebook/browser/diff/notebookTextDiffEditor.ts', 'src/vs/workbench/contrib/notebook/browser/notebookBrowser.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/codeCell.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/markupCell.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/backLayerWebView.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/webviewPreloads.ts']"
253,4a0555d9489a676d6651bcbbc00a2fb374ffb37c,Fix #149606. Refresh notebook editor focus on tab switching. (#157333),,['src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts']
254,0f9323e41100845e1ad12f7d6b49b8b1d9102ef3,Fix #157301. Fix process explorer scrolling (#157305),,"['src/vs/code/electron-sandbox/processExplorer/media/processExplorer.css', 'src/vs/code/electron-sandbox/processExplorer/processExplorerMain.ts']"
255,8671778f8d693e9c953d3f96807654b1afa6de6d,Fix notebook execution test failures (#157290),,"['extensions/vscode-api-tests/src/singlefolder-tests/notebook.kernel.test.ts', 'extensions/vscode-api-tests/src/utils.ts', 'src/vs/base/common/async.ts', 'src/vs/workbench/api/common/extHostNotebookKernels.ts', 'src/vs/workbench/api/common/extHostTypeConverters.ts']"
256,02505d349941657f0a7af060d48ec5c65e6b6d13,Fix typos in files.ts (#157280),,['src/vs/platform/files/common/files.ts']
257,31cc3b89876046f10002e1db59424e6a9fbd079c,Fix suggestEnabledInput text selection contrast (#157172),,['src/vs/workbench/contrib/codeEditor/browser/suggestEnabledInput/suggestEnabledInput.ts']
258,07e45c5a71b338bac1815417f4c69d29cd643d05,Fix package version (#157202),,"['extensions/markdown-language-features/server/package.json', 'extensions/markdown-language-features/server/yarn.lock']"
259,b012216211e7f9eb6c24ac8690e5d073f9fb9081,Fix markdown images having duplicate ids (#157177),,"['extensions/markdown-language-features/src/markdownEngine.ts', 'extensions/markdown-language-features/src/preview/documentRenderer.ts', 'extensions/markdown-language-features/src/preview/preview.ts', 'extensions/markdown-language-features/src/test/engine.test.ts', 'extensions/markdown-language-features/src/util/hash.ts']"
260,7ab8872dfe15197108be3bf817706190fc05b23c,Fix interactive and untitled notebook base uri (#157198),,['src/vs/workbench/contrib/notebook/browser/view/renderers/backLayerWebView.ts']
261,81bc5f3326c6b1769fa9b1dea9a1a739e6d7b347,Fix #147912 (multipleSessionWarning debug option) (#147914),,"['src/vs/workbench/contrib/debug/browser/debugAdapterManager.ts', 'src/vs/workbench/contrib/debug/browser/debugService.ts', 'src/vs/workbench/contrib/debug/common/debug.ts']"
262,5128ff1c6aa0bad9b0e6435ffac31b5791c24137,Fix error when evaluating lazy expression that doesn't exist in the variables view (#157167),,['src/vs/workbench/contrib/debug/browser/variablesView.ts']
263,c28357289742974f2400af33099c459e0b755d29,Fix #154358. Avoid dom update in resize observer handler (#157147),,['src/vs/workbench/contrib/notebook/browser/view/renderers/webviewPreloads.ts']
264,321a0317f01eecb3e6703995b4e0253b62f5b526,Fix panel tab outline offset (Fix #146856) (#157132),,['src/vs/workbench/browser/parts/panel/panelPart.ts']
265,cd9d43bebda91234d325956381e678026f5a1aa3,Fix search editor title not updating (#156011),,['src/vs/workbench/contrib/searchEditor/browser/searchEditorInput.ts']
266,411b38306637a7e88f0951d07362fc6d522b8718,Fix too many timeline settings removed (#157110),,['src/vs/workbench/contrib/timeline/browser/timeline.contribution.ts']
267,a951adfd4facdc9244c5608a159d9c7b7cd6b95e,Fix sorting of preferred refactorings above quick fixes (#157047),,['src/vs/editor/contrib/codeAction/browser/codeAction.ts']
268,0ccc4d94791bfa33faa8bb66eed4f60477ea70da,Fix #149457. Duplicate Action getter (#157063),,"['src/vs/base/browser/ui/actionbar/actionViewItems.ts', 'src/vs/base/browser/ui/dropdown/dropdownActionViewItem.ts', 'src/vs/base/browser/ui/menu/menu.ts', 'src/vs/base/parts/quickinput/browser/quickInput.ts', 'src/vs/workbench/browser/parts/compositeBarActions.ts', 'src/vs/workbench/contrib/comments/browser/reactionsAction.ts', 'src/vs/workbench/contrib/markers/browser/markersViewActions.ts', 'src/vs/workbench/contrib/preferences/browser/preferencesWidgets.ts', 'src/vs/workbench/contrib/scm/browser/util.ts']"
269,d07eb95444b73922d28596e8479277e50a060d3a,Fix getting initial configs from debug adapter (#157051),,"['src/vs/workbench/contrib/debug/browser/debugConfigurationManager.ts', 'src/vs/workbench/contrib/debug/browser/debugQuickAccess.ts', 'src/vs/workbench/contrib/debug/common/debug.ts']"
270,012cfb2795b4874c7e520ef0b43f92d0b0866dcf,Fixes #155309 (#157048),,['src/vs/workbench/contrib/notebook/browser/view/cellParts/cellDnd.ts']
271,9f80085795235a542238b1350759d3521031f2ab,Fix language-specific tab expansion and polish (#157035),,"['extensions/emmet/package.json', 'extensions/emmet/src/abbreviationActions.ts', 'extensions/emmet/src/defaultCompletionProvider.ts', 'extensions/emmet/src/selectItemHTML.ts', 'src/vs/workbench/contrib/emmet/browser/emmetActions.ts']"
272,4ea6a27637094a99e0551331c44a2446bcbf7273,Fix duplicated intersected label highlight (#157000),,['src/vs/base/browser/ui/highlightedlabel/highlightedLabel.ts']
273,dd2e6f4175a50b35604bb4c8bda20be41f2041b3,Fix #154077 (#156975),,"['src/vs/workbench/contrib/userDataProfile/browser/userDataProfile.contribution.ts', 'src/vs/workbench/contrib/userDataProfile/browser/userDataProfile.ts', 'src/vs/workbench/contrib/userDataProfile/browser/userDataProfileActions.ts']"
274,bc137bb7452fad93433506e6fb6d369ecdb68ed1,Fix #154072 (#156968),,"['src/vs/platform/sharedProcess/node/sharedProcess.ts', 'src/vs/platform/userDataProfile/common/userDataProfile.ts', 'src/vs/platform/userDataProfile/electron-sandbox/userDataProfile.ts', 'src/vs/platform/window/common/window.ts', 'src/vs/workbench/contrib/userDataProfile/browser/userDataProfile.ts', 'src/vs/workbench/contrib/userDataProfile/common/userDataProfileActions.ts']"
275,e3267b75c669021d916e437d9245ce9f0c0c8680,Fix onDidDeleteMarkdownDocument not hooked up (#156913),,['extensions/markdown-language-features/server/src/workspace.ts']
276,f236be6a6de89aa6cd6f41c25e532b4a3a114627,Adding the click event to the dom.addDisposableListener. Fixes #156879. (#156891),,['src/vs/editor/contrib/stickyScroll/browser/stickyScroll.ts']
277,dac86fc1978d67afe461e2b6b4be47048ce14569,Fix #156696 (#156866),,"['src/vs/platform/extensionManagement/node/extensionDownloader.ts', 'src/vs/platform/extensionManagement/node/extensionManagementService.ts']"
278,8bd41544eeff415daa09e404bf89b61cbc262a44,Fix isStandalone when PWA entering fullscreen (#156424),,['src/vs/base/browser/browser.ts']
279,25fd5e204e1f165cd1b25e1508b590ffaf3a2a06,Fix #156698 (#156799),,['src/vs/workbench/contrib/userDataProfile/common/userDataProfileActions.ts']
280,84dc769b20d232daa03472cb29d3ccc67b91e3e7,Include namespace in the sticky scroll. Fixes https://github.com/microsoft/vscode/issues/156611. (#156649),,['src/vs/editor/contrib/stickyScroll/browser/stickyScroll.ts']
281,cb7a75ea2d379ed103314ecd5887edddf4f08efb,Consider using regular folding icons for manual or preserved folding ranges. Fixes #156279 (#156573),,"['src/vs/editor/contrib/folding/browser/folding.css', 'src/vs/editor/contrib/folding/browser/foldingDecorations.ts']"
282,e65cf31952eb7d7a925b12da13726ea832c56b34,Fix view model event and expose a way to get hidden areas (#156571),,"['src/vs/editor/common/viewModel.ts', 'src/vs/editor/common/viewModel/viewModelImpl.ts']"
283,3f502b2bcff29d983b67c5a145ad10524c080d49,Fix #154485 (#156533),,['src/vs/workbench/services/userDataProfile/browser/userDataProfileManagement.ts']
284,b4d5b4ed69af953901051b1f049851b9dca3563e,Fix #156468 (#156528),,['src/vs/workbench/contrib/extensions/browser/extensionsList.ts']
285,4ee1d1a248dee5a5c5902bedadd094784366c8c6,Fix #153942 (#156525),,['src/vs/workbench/contrib/extensions/browser/extensionsList.ts']
286,916f7677fceedc80bfa3dbc037daddb78e949b01,Fix #156321 (#156524),,['src/vs/workbench/contrib/userDataProfile/common/userDataProfileActions.ts']
287,083728eb874d5b1529db7b7ab29e3cce476c694b,Fix drop indicator showing up even if you have disabled dropIntoEditor (#156506),,"['src/vs/editor/browser/widget/codeEditorWidget.ts', 'src/vs/workbench/browser/parts/editor/textDiffEditor.ts', 'src/vs/workbench/browser/parts/editor/textEditor.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/markdownCell.ts', 'src/vs/workbench/contrib/notebook/browser/view/renderers/cellRenderer.ts']"
288,4aa9759988b08626cf8a34ceaa9519c9af3e8676,Fix webview providerId not being restored on reload (#156492),,"['src/vs/workbench/contrib/customEditor/browser/customEditorInput.ts', 'src/vs/workbench/contrib/customEditor/browser/customEditorInputFactory.ts', 'src/vs/workbench/contrib/webviewPanel/browser/webviewEditorInput.ts', 'src/vs/workbench/contrib/webviewPanel/browser/webviewEditorInputSerializer.ts', 'src/vs/workbench/contrib/webviewPanel/browser/webviewWorkbenchService.ts']"
289,9db76b0b15ac879d6bf6de68fb94c8ebf6331bc8,Fix #156477. Interactive Window Restore (#156480),,"['src/vs/workbench/contrib/interactive/browser/interactive.contribution.ts', 'src/vs/workbench/contrib/interactive/browser/interactiveCommon.ts']"
290,c8cf34a36f6ee3dcc5f75fdcc175e0346bf12b54,Fixes #156037 by not highlighting non-conflicting changes. (#156482),,"['src/vs/workbench/contrib/mergeEditor/browser/view/editors/inputCodeEditorView.ts', 'src/vs/workbench/contrib/mergeEditor/browser/view/editors/resultCodeEditorView.ts']"
291,31266e21424152d9146f32ee74bc6a4bc6e91c0c,Fixes #156180 by tweaking merge editor result shadow & gutter width (#156463),,['src/vs/workbench/contrib/mergeEditor/browser/view/editors/resultCodeEditorView.ts']
292,c6990190a4a670a32d89d1f7cf5f21a9a1af8e2a,Fixes https://github.com/microsoft/monaco-editor/issues/3070 (#156449),,['src/vs/editor/common/config/editorOptions.ts']
293,4474dab2fa8dcc12ece25e27b6422d3963e70fd6,Fix #156369 (#156433),,"['src/vs/workbench/browser/web.main.ts', 'src/vs/workbench/contrib/relauncher/browser/relauncher.contribution.ts']"
294,d01945923ca286e0ed113f47ab7020f5d1de4723,Git - Fix regression with Commit action button icon (#156417),,['extensions/git/src/actionButton.ts']
295,0e38fdea94b638136fefcb62884dcaad54994e22,Fix #107657 (#156233),,['src/vs/workbench/contrib/extensions/test/electron-browser/extensionRecommendationsService.test.ts']
296,d98ae61984ff0652d54d3324afb11bbf68e428cb,Fix #155878 (#156197),,"['src/vs/workbench/services/configuration/browser/configurationService.ts', 'src/vs/workbench/services/keybinding/browser/keybindingService.ts']"
297,1a7d1b4230ea418f2261b1efe716513bca1d7b32,Fix missing label changes (#156164),,"['.github/workflows/deep-classifier-runner.yml', '.github/workflows/english-please.yml', '.github/workflows/needs-more-info-closer.yml', '.github/workflows/on-label.yml', '.github/workflows/on-open.yml', '.vscode/notebooks/inbox.github-issues', '.vscode/notebooks/my-work.github-issues']"
298,b2d1545f1585c5b4f09c3369a78646edf27d9937,Fix bug in merge editor dev commands (#156155),,['src/vs/workbench/contrib/mergeEditor/browser/commands/devCommands.ts']
299,e7a5e2f09abe25031e8be4af0ec8690420570df6,Fix tab position when wrapping tabs (#156116),,['src/vs/workbench/browser/parts/editor/tabsTitleControl.ts']
300,0bdda74589cc0dcfcf51698ee6d50ae0a4cacac7,Fix typo in languageDetectionWorkerServiceImpl.ts (#155923),,['src/vs/workbench/services/languageDetection/browser/languageDetectionWorkerServiceImpl.ts']
301,f9b9ffe1ef6f9ce5ebde75dec14fdb8700833aeb,Fix deprecation message (#156008),,['src/vs/workbench/api/common/extHost.api.impl.ts']
302,3842ef9a4af3d164c58facf6641d89be0fe55250,Fixed issue where status bar can overflow without affecting notification beak (#155649),,"['src/vs/workbench/browser/parts/statusbar/media/statusbarpart.css', 'src/vs/workbench/browser/parts/statusbar/statusbarItem.ts']"
303,7f6984e71bd9f05edeb1ecf9762cc0f3c9920feb,Fix copy paste for files (#155915),,"['src/vs/workbench/api/browser/mainThreadLanguageFeatures.ts', 'src/vs/workbench/api/common/extHost.protocol.ts', 'src/vs/workbench/api/common/extHostLanguageFeatures.ts']"
304,f74d2c0f62276e9d90f37a00b732a8b7fffd57d4,Fix JSON Settings editor commands wrt Setting profiles (#155884),,"['src/vs/workbench/contrib/preferences/browser/preferences.contribution.ts', 'src/vs/workbench/contrib/userDataProfile/browser/userDataProfile.ts']"
305,e77fa1fb8bc6b239479d664d8db613761736311a,Problems view - Fix issue with the SCM input label provider when problems are displayed in a tree view (#155853),,['src/vs/workbench/contrib/markers/browser/markersTreeViewer.ts']
306,ace330ba2cf74bd3b98013a01a037f48ff611a2b,SCM - Fixed a regression due to which post-commit commands were not being executed (#155824),,['extensions/git/src/commands.ts']
307,82c6c5547f901f6a416279702f08d2d4c4cf50d1,Show only one active focused tab across editor groups in hc themes (Fix #145563) (#155776),,['src/vs/workbench/browser/parts/editor/tabsTitleControl.ts']
308,3d12b57d82b2f97fa24a9a585a3e1e347295a538,Fix tree error from telemetry (#155719),,['src/vs/workbench/browser/parts/views/treeView.ts']
309,0b2c56eb7bd17afd1a0dfd175612743d39b154fb,Fix #114461 (#151824),,['extensions/git/src/git.ts']
310,2936058b31acc795e5e4bae0040be40134d771d9,Fixes #154755 (#155706),,['src/vs/editor/browser/widget/codeEditorWidget.ts']
311,3d5662f389a90045e37381547dc7cfc41ca523ff,Fix find with multiline regexes (#155672),,"['src/vs/editor/common/model/textModelSearch.ts', 'src/vs/editor/test/common/model/textModelSearch.test.ts']"
312,ca8c68b380e2a131f4003d188e60b93d81a601b7,Fixes #155571 (#155608),,"['src/vs/base/browser/ui/list/listWidget.ts', 'src/vs/base/browser/ui/tree/abstractTree.ts', 'src/vs/platform/list/browser/listService.ts', 'src/vs/workbench/contrib/notebook/browser/diff/notebookTextDiffList.ts', 'src/vs/workbench/contrib/notebook/browser/view/notebookCellList.ts', 'src/vs/workbench/contrib/notebook/test/browser/testNotebookEditor.ts', 'src/vs/workbench/contrib/terminal/browser/terminalTabsList.ts']"
313,159a10972672fe6e3c874d0ee61741959a2b4f35,Fix #155570 (#155620),,['src/vs/workbench/contrib/files/browser/views/explorerView.ts']
314,54375a03b87cbd97d6fd87cd006d66292d436029,Fixes #152175 by limiting bracket query recursion depth to 200. (#155594),,['src/vs/editor/common/model/bracketPairsTextModelPart/bracketPairsTree/bracketPairsTree.ts']
315,425a6dec811366e465958b57d0121413a4b538dc,Fix notebook perf markers (#155266),#20220715.83 failed,"['src/vs/workbench/contrib/notebook/browser/notebookEditor.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/notebook/common/notebookEditorInput.ts', 'src/vs/workbench/contrib/notebook/common/notebookPerformance.ts']"
316,b40bbdda5bab954499e4f109f929a731271bc91a,Fix #155131 (#155334),,['src/vs/workbench/contrib/files/browser/views/explorerView.ts']
317,f3b174ef7dbfb94f64536946d7087fb45180755c,Fixed wrong SignatureInformation.activeParameter comment (#155279),,['src/vscode-dts/vscode.d.ts']
318,8630720a0be1b108de818e84576350d9a7e63784,Fixes #155179 by implementing DeprecatedExtensionMigratorContribution (#155318),,"['build/lib/i18n.resources.json', 'src/vs/workbench/contrib/deprecatedExtensionMigrator/browser/deprecatedExtensionMigrator.contribution.ts', 'src/vs/workbench/workbench.common.main.ts']"
319,1d6c89473e4ad7dd6164352909e099cf75faaa8e,Commit Button - Fix issue related to button opacity when button is disabled (#155301),,['src/vs/base/browser/ui/button/button.css']
320,d17e30f8b4c315e72f6c3bb537fd7822a25c8001,Fix #155157 (#155290),,['src/vs/workbench/contrib/experiments/test/electron-browser/experimentService.test.ts']
321,1e6ee2cc6bb058ef9ef132e7c2327eec9ad46b6d,Fix #155158 (#155288),,"['src/vs/workbench/services/extensions/test/browser/extensionService.test.ts', 'src/vs/workbench/test/browser/workbenchTestServices.ts']"
322,394eaa9fa3605c60d5391a11ea4214657edd71f9,Fix md document links for untitled files (#155248),,"['extensions/markdown-language-features/server/src/workspace.ts', 'extensions/markdown-language-features/src/test/documentLink.test.ts']"
323,4b6b842d031ccfcbc27d23093ee7cfda6a674fb5,Fix unhandled promise rejections for debug commands (#155220),,['src/vs/workbench/contrib/debug/browser/debugCommands.ts']
324,442f0bed1ad793ab973348906e75296f2d177b8d,Fix: do not delete partially applied edit sessions (#155218),,['src/vs/workbench/contrib/editSessions/browser/editSessions.contribution.ts']
325,6a900fc3714fcfe5bceed8f088be46eb35c8a410,Fix #154950 (#155089),,"['src/vs/platform/extensionManagement/common/abstractExtensionManagementService.ts', 'src/vs/platform/extensionManagement/common/extensionManagementUtil.ts', 'src/vs/workbench/contrib/extensions/browser/extensionsViewlet.ts']"
326,9bed8738a70050510a9fa1e5e55d3d1f4b6c451b,Fix #153860 (#155086),,"['src/vs/workbench/contrib/files/browser/fileCommands.ts', 'src/vs/workbench/contrib/welcomeViews/common/newFile.contribution.ts']"
327,a03ebcaa0d915e1cc0c795cc3b4c58452f6587a3,Fix #150836 (#155081),,['src/vs/workbench/contrib/welcomeGettingStarted/browser/gettingStarted.ts']
328,2c992c7b7da9338d3914d980337b04505fdc3ae8,Fix typo in files.contribution.ts (#155016),,['src/vs/workbench/contrib/files/browser/files.contribution.ts']
329,052d5b0027f6c9d64c8ca35955cb5117ba94d5d7,Fix issue with kernel preselection being overridden by view state (#154968),,"['extensions/vscode-api-tests/src/singlefolder-tests/interactiveWindow.test.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts']"
